elapsed_s,latency_ms,fase
1652.149,3.275,2
1652.172,4.613,2
1652.173,4.861,2
1652.173,2.921,2
1652.173,2.950,2
1652.175,2.902,2
1652.175,3.070,2
1652.179,3.742,2
1652.179,3.996,2
1652.181,3.727,2
1652.182,4.113,2
1652.187,2.473,2
1652.187,2.574,2
1652.189,2.041,2
1652.189,2.087,2
1652.203,4.024,2
1652.203,4.090,2
1652.209,2.903,2
1652.209,2.948,2
1652.274,2.800,2
1652.274,3.005,2
1652.275,2.885,2
1652.275,3.030,2
1652.281,2.971,2
1652.281,3.284,2
1652.283,2.065,2
1652.283,2.176,2
1652.292,3.911,2
1652.292,3.971,2
1652.293,2.449,2
1652.293,2.500,2
1652.312,2.876,2
1652.312,2.934,2
1652.322,2.307,2
1652.322,2.491,2
1652.324,2.216,2
1652.324,2.440,2
1652.333,2.084,2
1652.334,2.467,2
1652.335,2.084,2
1652.335,2.124,2
1652.375,2.841,2
1652.375,3.000,2
1652.378,3.919,2
1652.378,3.975,2
1652.378,2.354,2
1652.378,2.514,2
1652.445,3.409,2
1652.445,3.576,2
1652.452,3.126,2
1652.452,3.278,2
1652.480,2.929,2
1652.480,3.138,2
1652.481,2.009,2
1652.481,2.297,2
1652.502,3.378,2
1652.503,3.756,2
1652.504,2.402,2
1652.504,2.544,2
1652.506,2.235,2
1652.506,2.412,2
1652.516,2.770,2
1652.517,2.855,2
1652.519,3.115,2
1652.519,3.269,2
1652.521,2.336,2
1652.521,2.619,2
1652.527,3.140,2
1652.527,3.328,2
1652.533,3.260,2
1652.533,3.438,2
1652.580,3.245,2
1652.580,3.424,2
1652.582,3.237,2
1652.582,3.418,2
1652.591,2.790,2
1652.591,3.072,2
1652.658,3.169,2
1652.659,3.345,2
1652.683,4.581,2
1652.683,4.665,2
1652.706,2.958,2
1652.706,3.055,2
1652.779,3.039,2
1652.779,3.117,2
1652.807,2.900,2
1652.808,3.228,2
1652.809,2.581,2
1652.809,2.834,2
1652.835,3.230,2
1652.836,3.627,2
1652.857,3.200,2
1652.857,3.262,2
1652.859,2.785,2
1652.859,2.950,2
1652.861,2.141,2
1652.861,2.330,2
1652.865,2.866,2
1652.865,3.090,2
1652.867,2.144,2
1652.867,2.318,2
1652.874,3.671,2
1652.874,3.739,2
1652.876,3.393,2
1652.876,3.683,2
1652.912,3.222,2
1652.912,3.480,2
1652.913,2.651,2
1652.913,2.900,2
1652.916,2.701,2
1652.916,2.778,2
1652.934,2.785,2
1652.934,2.983,2
1652.936,2.251,2
1652.936,2.311,2
1652.940,3.043,2
1652.940,3.148,2
1652.942,3.003,2
1652.942,3.065,2
1652.945,3.190,2
1652.945,3.397,2
1652.947,2.481,2
1652.947,2.639,2
1652.975,2.696,2
1652.976,2.995,2
1652.977,2.666,2
1652.977,2.851,2
1652.982,3.773,2
1652.982,3.959,2
1652.983,2.660,2
1652.984,2.893,2
1652.988,2.775,2
1652.988,3.010,2
1652.991,2.682,2
1652.991,2.726,2
1653.004,2.882,2
1653.005,3.037,2
1653.012,2.415,2
1653.013,2.695,2
1653.034,2.912,2
1653.034,2.982,2
1653.037,3.873,2
1653.037,4.135,2
1653.045,2.529,2
1653.045,2.737,2
1653.047,2.735,2
1653.047,2.891,2
1653.055,3.337,2
1653.055,3.583,2
1653.057,2.746,2
1653.057,2.796,2
1653.059,2.617,2
1653.059,2.816,2
1653.062,3.379,2
1653.062,3.430,2
1653.066,3.105,2
1653.067,3.637,2
1653.099,13.248,2
1653.099,13.303,2
1653.173,2.785,2
1653.173,2.979,2
1653.175,1.931,2
1653.175,2.041,2
1653.196,2.950,2
1653.196,3.232,2
1653.206,3.607,2
1653.206,3.673,2
1653.223,3.006,2
1653.223,3.071,2
1653.225,2.361,2
1653.225,2.557,2
1653.227,3.036,2
1653.228,3.085,2
1653.231,3.905,2
1653.231,3.973,2
1653.243,2.591,2
1653.243,2.648,2
1653.245,1.909,2
1653.245,2.089,2
1653.256,2.772,2
1653.256,2.832,2
1653.258,3.029,2
1653.258,3.160,2
1653.284,2.576,2
1653.284,2.658,2
1653.305,3.933,2
1653.305,4.132,2
1653.306,3.093,2
1653.306,3.267,2
1653.307,2.273,2
1653.307,2.470,2
1653.324,2.907,2
1653.325,3.078,2
1653.338,2.728,2
1653.338,3.029,2
1653.346,2.875,2
1653.346,3.029,2
1653.349,3.615,2
1653.349,3.741,2
1653.351,2.342,2
1653.351,2.659,2
1653.393,3.468,2
1653.393,3.688,2
1653.404,5.269,2
1653.404,5.619,2
1653.492,3.111,2
1653.492,3.250,2
1653.499,2.944,2
1653.499,3.025,2
1653.511,2.782,2
1653.511,2.922,2
1653.520,2.927,2
1653.521,3.022,2
1653.522,2.230,2
1653.522,2.343,2
1653.563,3.376,2
1653.563,3.631,2
1653.570,3.348,2
1653.570,3.432,2
1653.571,2.498,2
1653.571,2.605,2
1653.574,1.689,2
1653.574,1.840,2
1653.583,2.936,2
1653.583,3.182,2
1653.585,1.999,2
1653.585,2.128,2
1653.627,2.272,2
1653.627,2.376,2
1653.651,2.414,2
1653.652,2.586,2
1653.664,2.206,2
1653.664,2.330,2
1653.666,1.894,2
1653.666,2.015,2
1653.685,2.305,2
1653.685,2.347,2
1653.735,2.420,2
1653.735,2.592,2
1653.737,1.970,2
1653.737,2.188,2
1653.738,2.062,2
1653.738,2.114,2
1653.746,2.952,2
1653.746,3.032,2
1653.747,2.168,2
1653.747,2.293,2
1653.763,2.962,2
1653.763,3.070,2
1653.783,3.889,2
1653.783,4.002,2
1653.785,2.637,2
1653.785,2.764,2
1653.787,2.046,2
1653.787,2.109,2
1653.798,2.820,2
1653.798,2.924,2
1653.802,4.268,2
1653.802,4.439,2
1653.803,3.028,2
1653.803,3.087,2
1653.810,2.550,2
1653.810,2.713,2
1653.855,3.141,2
1653.855,3.263,2
1653.861,3.124,2
1653.861,3.181,2
1653.862,2.335,2
1653.862,2.635,2
1653.881,3.292,2
1653.881,3.410,2
1653.884,3.199,2
1653.884,3.506,2
1653.893,2.767,2
1653.894,2.987,2
1653.895,2.675,2
1653.896,2.736,2
1653.897,2.378,2
1653.897,2.522,2
1653.900,2.414,2
1653.901,2.749,2
1653.905,3.448,2
1653.905,3.523,2
1653.926,3.090,2
1653.927,3.181,2
1653.928,2.315,2
1653.928,2.390,2
1653.929,2.079,2
1653.929,2.131,2
1653.931,2.262,2
1653.931,2.328,2
1653.944,2.904,2
1653.944,3.160,2
1653.947,3.286,2
1653.947,3.346,2
1653.950,2.744,2
1653.950,2.953,2
1653.956,4.176,2
1653.956,4.295,2
1653.958,3.009,2
1653.958,3.067,2
1653.963,2.433,2
1653.963,2.497,2
1653.989,3.695,2
1653.989,3.767,2
1654.030,3.890,2
1654.031,3.977,2
1654.033,3.163,2
1654.033,3.219,2
1654.062,3.489,2
1654.062,3.751,2
1654.064,1.955,2
1654.064,2.122,2
1654.090,3.356,2
1654.090,3.647,2
1654.093,4.003,2
1654.093,4.229,2
1654.094,1.964,2
1654.095,2.026,2
1654.122,3.564,2
1654.122,3.623,2
1654.173,4.055,2
1654.173,4.118,2
1654.186,3.085,2
1654.186,3.293,2
1654.199,4.634,2
1654.199,4.704,2
1654.200,3.489,2
1654.200,3.695,2
1654.256,3.630,2
1654.256,3.803,2
1654.292,3.441,2
1654.292,3.632,2
1654.294,3.233,2
1654.294,3.349,2
1654.296,2.520,2
1654.296,2.642,2
1654.300,3.268,2
1654.300,3.795,2
1654.303,3.374,2
1654.303,3.486,2
1654.305,3.223,2
1654.306,3.485,2
1654.307,2.475,2
1654.307,2.658,2
1654.317,3.275,2
1654.317,3.337,2
1654.321,2.636,2
1654.321,2.700,2
1654.324,3.511,2
1654.324,3.576,2
1654.325,2.533,2
1654.325,2.585,2
1654.330,2.573,2
1654.330,2.759,2
1654.338,4.332,2
1654.339,4.623,2
1654.342,5.680,2
1654.343,6.115,2
1654.344,3.737,2
1654.344,3.851,2
1654.358,4.449,2
1654.358,4.663,2
1654.360,2.743,2
1654.360,2.920,2
1654.365,4.670,2
1654.365,4.744,2
1654.367,3.634,2
1654.367,3.690,2
1654.371,4.113,2
1654.371,4.181,2
1654.372,2.159,2
1654.372,2.216,2
1654.406,4.446,2
1654.407,4.790,2
1654.408,2.682,2
1654.408,2.818,2
1654.411,3.038,2
1654.411,3.209,2
1654.414,2.946,2
1654.414,3.300,2
1654.427,5.122,2
1654.427,5.195,2
1654.431,2.858,2
1654.431,3.086,2
1654.489,3.347,2
1654.489,3.521,2
1654.493,3.743,2
1654.493,3.894,2
1654.493,2.521,2
1654.493,2.568,2
1654.516,2.427,2
1654.516,2.637,2
1654.573,4.900,2
1654.573,5.065,2
1654.575,3.299,2
1654.575,3.364,2
1654.578,2.347,2
1654.578,2.598,2
1654.600,3.127,2
1654.600,3.380,2
1654.603,3.906,2
1654.604,4.224,2
1654.608,2.382,2
1654.608,2.603,2
1654.610,2.406,2
1654.610,2.631,2
1654.638,5.399,2
1654.638,5.627,2
1654.641,3.995,2
1654.641,4.164,2
1654.644,2.451,2
1654.644,2.710,2
1654.648,3.451,2
1654.649,4.676,2
1654.653,4.449,2
1654.653,4.524,2
1654.662,3.353,2
1654.662,3.431,2
1654.708,3.264,2
1654.708,3.345,2
1654.712,2.774,2
1654.713,3.090,2
1654.723,3.872,2
1654.723,4.057,2
1654.723,2.392,2
1654.723,2.514,2
1654.795,3.775,2
1654.795,4.080,2
1654.798,3.448,2
1654.798,3.631,2
1654.802,3.886,2
1654.802,4.122,2
1654.804,2.486,2
1654.805,2.821,2
1654.808,3.256,2
1654.808,3.394,2
1654.833,3.174,2
1654.833,3.436,2
1654.837,2.509,2
1654.837,2.753,2
1654.840,3.300,2
1654.840,3.363,2
1654.849,3.508,2
1654.849,3.722,2
1654.851,2.438,2
1654.851,2.635,2
1654.855,2.912,2
1654.855,3.264,2
1654.859,4.400,2
1654.859,4.593,2
1654.862,4.026,2
1654.862,4.149,2
1654.880,3.747,2
1654.880,3.887,2
1654.882,2.450,2
1654.882,2.706,2
1654.885,3.621,2
1654.885,3.754,2
1654.887,2.077,2
1654.887,2.229,2
1654.888,1.858,2
1654.889,1.995,2
1654.891,1.900,2
1654.891,2.021,2
1654.906,3.326,2
1654.906,3.517,2
1654.907,2.568,2
1654.908,2.734,2
1654.915,2.976,2
1654.915,3.106,2
1654.928,3.321,2
1654.928,3.696,2
1654.935,5.129,2
1654.936,5.339,2
1654.936,2.886,2
1654.936,3.043,2
1654.949,2.997,2
1654.950,3.362,2
1654.955,3.456,2
1654.955,3.641,2
1654.968,3.447,2
1654.968,3.552,2
1654.972,2.639,2
1654.972,2.758,2
1655.009,2.951,2
1655.009,3.476,2
1655.011,3.176,2
1655.011,3.221,2
1655.012,2.555,2
1655.012,2.664,2
1655.051,3.310,2
1655.051,3.663,2
1655.051,2.824,2
1655.052,2.957,2
1655.058,2.387,2
1655.058,2.672,2
1655.060,2.415,2
1655.060,2.476,2
1655.062,1.807,2
1655.062,1.984,2
1655.066,3.890,2
1655.066,3.972,2
1655.070,3.845,2
1655.070,4.015,2
1655.072,1.740,2
1655.072,1.843,2
1655.087,3.085,2
1655.088,3.389,2
1655.088,2.264,2
1655.088,2.353,2
1655.092,2.057,2
1655.092,2.107,2
1655.112,2.410,2
1655.112,2.524,2
1655.118,4.066,2
1655.118,4.128,2
1655.118,2.722,2
1655.118,2.795,2
1655.120,2.622,2
1655.120,2.807,2
1655.123,3.066,2
1655.123,3.146,2
1655.125,2.565,2
1655.125,2.842,2
1655.126,2.061,2
1655.126,2.096,2
1655.127,1.880,2
1655.127,1.925,2
1655.132,2.152,2
1655.132,2.272,2
1655.145,3.235,2
1655.145,3.325,2
1655.196,2.252,2
1655.197,2.468,2
1655.201,2.485,2
1655.202,2.642,2
1655.205,2.126,2
1655.205,2.263,2
1655.259,3.577,2
1655.260,3.986,2
1655.261,3.543,2
1655.261,3.668,2
1655.312,3.821,2
1655.312,4.108,2
1655.319,3.963,2
1655.319,4.033,2
1655.343,3.755,2
1655.344,4.207,2
1655.363,2.835,2
1655.363,3.114,2
1655.365,2.228,2
1655.365,2.424,2
1655.423,2.845,2
1655.423,2.922,2
1655.429,2.480,2
1655.429,2.530,2
1655.461,3.596,2
1655.461,3.795,2
1655.491,2.744,2
1655.491,2.962,2
1655.512,3.352,2
1655.512,3.444,2
1655.514,3.426,2
1655.514,3.590,2
1655.516,2.988,2
1655.516,3.118,2
1655.518,2.846,2
1655.518,3.136,2
1655.520,2.168,2
1655.520,2.414,2
1655.540,2.808,2
1655.540,2.889,2
1655.550,3.026,2
1655.551,3.313,2
1655.554,3.395,2
1655.554,3.454,2
1655.565,4.109,2
1655.566,4.425,2
1655.590,4.012,2
1655.590,4.156,2
1655.605,3.152,2
1655.605,3.388,2
1655.621,3.340,2
1655.622,3.613,2
1655.629,2.844,2
1655.629,2.986,2
1655.662,3.181,2
1655.662,3.369,2
1655.664,2.607,2
1655.664,2.975,2
1655.666,2.387,2
1655.666,2.432,2
1655.701,3.155,2
1655.701,3.376,2
1655.740,4.622,2
1655.740,4.810,2
1655.761,3.163,2
1655.761,3.339,2
1655.770,2.776,2
1655.770,2.944,2
1655.771,2.497,2
1655.772,2.761,2
1655.785,2.816,2
1655.786,3.064,2
1655.826,3.527,2
1655.826,3.762,2
1655.828,2.908,2
1655.828,3.079,2
1655.833,3.414,2
1655.833,3.696,2
1655.836,3.391,2
1655.836,3.653,2
1655.838,2.618,2
1655.838,2.741,2
1655.840,2.529,2
1655.841,2.584,2
1655.848,4.391,2
1655.848,4.447,2
1655.849,3.354,2
1655.849,3.402,2
1655.851,2.284,2
1655.851,2.668,2
1655.853,2.744,2
1655.853,3.171,2
1655.862,3.437,2
1655.862,3.905,2
1655.866,3.759,2
1655.866,4.265,2
1655.868,3.274,2
1655.868,3.346,2
1655.873,3.440,2
1655.873,3.671,2
1655.876,2.932,2
1655.876,3.107,2
1655.881,3.164,2
1655.881,3.337,2
1655.883,2.991,2
1655.883,3.218,2
1655.894,3.321,2
1655.895,3.563,2
1655.902,4.570,2
1655.903,4.912,2
1655.905,2.977,2
1655.905,3.182,2
1655.940,3.974,2
1655.940,4.058,2
1655.943,3.143,2
1655.943,3.363,2
1655.945,2.244,2
1655.945,2.445,2
1655.948,2.845,2
1655.948,3.017,2
1656.004,3.690,2
1656.004,3.774,2
1656.014,2.507,2
1656.014,2.715,2
1656.016,1.923,2
1656.016,2.032,2
1656.017,2.074,2
1656.018,2.194,2
1656.033,2.487,2
1656.033,2.624,2
1656.045,2.335,2
1656.045,2.436,2
1656.072,2.699,2
1656.072,2.747,2
1656.082,2.479,2
1656.082,2.616,2
1656.083,1.858,2
1656.083,1.986,2
1656.085,1.825,2
1656.085,2.100,2
1656.092,2.776,2
1656.092,2.834,2
1656.108,2.756,2
1656.109,3.218,2
1656.110,1.900,2
1656.110,1.945,2
1656.133,2.495,2
1656.133,2.663,2
1656.157,2.833,2
1656.158,2.999,2
1656.159,2.074,2
1656.159,2.172,2
1656.186,3.148,2
1656.187,3.320,2
1656.201,2.881,2
1656.201,2.942,2
1656.203,2.685,2
1656.203,2.832,2
1656.271,3.329,2
1656.271,3.652,2
1656.272,2.647,2
1656.273,2.867,2
1656.298,3.128,2
1656.298,3.326,2
1656.302,3.049,2
1656.302,3.097,2
1656.304,2.144,2
1656.304,2.298,2
1656.319,2.817,2
1656.320,3.007,2
1656.353,3.489,2
1656.353,3.562,2
1656.374,3.262,2
1656.374,3.559,2
1656.375,2.053,2
1656.375,2.270,2
1656.377,2.428,2
1656.377,2.483,2
1656.379,2.602,2
1656.380,2.859,2
1656.413,5.223,2
1656.413,5.301,2
1656.477,3.418,2
1656.477,3.588,2
1656.484,2.776,2
1656.484,2.839,2
1656.486,2.583,2
1656.486,2.803,2
1656.501,2.749,2
1656.502,3.057,2
1656.544,3.152,2
1656.544,3.283,2
1656.556,4.062,2
1656.556,4.243,2
1656.559,3.164,2
1656.559,3.242,2
1656.561,2.381,2
1656.561,2.539,2
1656.564,2.875,2
1656.564,2.930,2
1656.596,3.126,2
1656.596,3.189,2
1656.628,2.947,2
1656.628,3.016,2
1656.642,2.931,2
1656.642,3.004,2
1656.707,3.271,2
1656.707,3.485,2
1656.709,2.399,2
1656.709,2.449,2
1656.717,2.896,2
1656.717,2.968,2
1656.719,3.261,2
1656.719,3.609,2
1656.726,3.183,2
1656.726,3.441,2
1656.727,2.503,2
1656.727,2.674,2
1656.730,2.449,2
1656.730,2.607,2
1656.733,2.516,2
1656.733,2.692,2
1656.751,2.703,2
1656.751,2.876,2
1656.760,3.873,2
1656.761,4.069,2
1656.780,3.453,2
1656.781,3.844,2
1656.787,4.000,2
1656.787,4.085,2
1656.791,3.341,2
1656.791,3.403,2
1656.793,2.754,2
1656.793,2.986,2
1656.795,2.308,2
1656.796,2.480,2
1656.798,1.962,2
1656.798,2.142,2
1656.800,2.416,2
1656.800,2.694,2
1656.802,2.048,2
1656.802,2.425,2
1656.805,2.544,2
1656.805,2.704,2
1656.820,3.573,2
1656.820,3.800,2
1656.850,3.552,2
1656.850,3.762,2
1656.852,2.736,2
1656.853,2.894,2
1656.888,2.974,2
1656.888,3.138,2
1656.889,2.436,2
1656.890,2.726,2
1656.908,3.613,2
1656.908,3.715,2
1656.910,2.745,2
1656.910,2.908,2
1656.943,2.872,2
1656.944,3.168,2
1656.945,2.098,2
1656.945,2.262,2
1656.962,2.664,2
1656.963,2.907,2
1656.964,2.282,2
1656.964,2.379,2
1656.966,2.529,2
1656.966,2.717,2
1656.987,4.214,2
1656.987,4.462,2
1656.987,2.835,2
1656.987,2.998,2
1656.989,2.930,2
1656.989,3.038,2
1656.992,2.750,2
1656.992,2.803,2
1656.993,2.158,2
1656.994,2.294,2
1656.995,1.706,2
1656.995,1.793,2
1657.008,3.193,2
1657.008,3.381,2
1657.010,2.228,2
1657.010,2.412,2
1657.012,1.934,2
1657.012,2.057,2
1657.014,2.902,2
1657.015,3.040,2
1657.072,3.017,2
1657.072,3.082,2
1657.075,2.597,2
1657.075,2.805,2
1657.079,3.084,2
1657.079,3.248,2
1657.080,2.515,2
1657.080,2.700,2
1657.082,2.104,2
1657.082,2.233,2
1657.084,2.088,2
1657.084,2.258,2
1657.109,2.805,2
1657.110,3.178,2
1657.111,2.318,2
1657.111,2.548,2
1657.122,2.666,2
1657.122,2.882,2
1657.132,3.345,2
1657.133,3.700,2
1657.134,3.296,2
1657.134,3.451,2
1657.174,4.120,2
1657.175,4.441,2
1657.177,3.272,2
1657.177,3.417,2
1657.180,2.741,2
1657.180,2.788,2
1657.183,2.839,2
1657.183,2.907,2
1657.185,1.851,2
1657.185,1.988,2
1657.186,1.805,2
1657.186,1.909,2
1657.188,1.893,2
1657.188,2.157,2
1657.190,2.138,2
1657.190,2.254,2
1657.192,2.260,2
1657.192,2.358,2
1657.206,3.103,2
1657.207,3.459,2
1657.208,3.215,2
1657.208,3.408,2
1657.210,2.707,2
1657.210,2.884,2
1657.238,2.767,2
1657.238,2.829,2
1657.262,3.032,2
1657.262,3.236,2
1657.265,2.658,2
1657.265,2.727,2
1657.269,3.238,2
1657.269,3.311,2
1657.272,3.461,2
1657.272,4.073,2
1657.276,4.309,2
1657.276,4.538,2
1657.280,3.293,2
1657.280,3.533,2
1657.334,3.424,2
1657.334,3.487,2
1657.336,2.610,2
1657.337,2.734,2
1657.339,3.189,2
1657.339,3.262,2
1657.341,2.853,2
1657.341,2.908,2
1657.345,2.525,2
1657.345,2.589,2
1657.347,1.996,2
1657.347,2.120,2
1657.349,2.722,2
1657.349,2.854,2
1657.359,10.752,2
1657.360,9.116,2
1657.360,10.834,2
1657.360,9.166,2
1657.360,6.437,2
1657.360,6.455,2
1657.409,2.781,2
1657.410,3.066,2
1657.435,2.370,2
1657.436,2.682,2
1657.437,2.113,2
1657.437,2.151,2
1657.470,2.650,2
1657.470,2.856,2
1657.527,4.115,2
1657.527,4.187,2
1657.528,2.146,2
1657.528,2.297,2
1657.533,3.482,2
1657.533,3.626,2
1657.536,3.645,2
1657.536,3.850,2
1657.538,2.504,2
1657.538,2.618,2
1657.544,3.094,2
1657.544,3.308,2
1657.562,4.684,2
1657.563,4.895,2
1657.590,4.692,2
1657.591,4.942,2
1657.598,3.311,2
1657.598,3.500,2
1657.601,3.003,2
1657.601,3.074,2
1657.604,3.110,2
1657.604,3.172,2
1657.643,2.833,2
1657.643,2.996,2
1657.646,2.449,2
1657.647,3.584,2
1657.648,2.550,2
1657.648,2.598,2
1657.650,1.938,2
1657.650,2.039,2
1657.668,2.962,2
1657.668,3.207,2
1657.671,3.794,2
1657.671,3.962,2
1657.672,3.053,2
1657.672,3.100,2
1657.674,2.209,2
1657.674,2.371,2
1657.677,2.145,2
1657.677,2.288,2
1657.678,2.091,2
1657.678,2.287,2
1657.684,2.791,2
1657.685,3.036,2
1657.693,3.063,2
1657.693,3.260,2
1657.697,2.304,2
1657.697,2.429,2
1657.721,2.644,2
1657.722,2.981,2
1657.728,2.697,2
1657.728,2.885,2
1657.729,2.208,2
1657.729,2.362,2
1657.754,2.364,2
1657.754,2.484,2
1657.787,2.998,2
1657.788,3.293,2
1657.799,3.650,2
1657.800,3.896,2
1657.822,2.462,2
1657.822,2.694,2
1657.823,2.303,2
1657.823,2.538,2
1657.840,2.486,2
1657.840,2.662,2
1657.842,2.099,2
1657.843,2.635,2
1657.844,2.069,2
1657.844,2.125,2
1657.846,1.829,2
1657.846,2.003,2
1657.861,2.671,2
1657.861,2.865,2
1657.891,2.463,2
1657.891,2.634,2
1657.893,1.858,2
1657.893,1.967,2
1657.894,1.925,2
1657.895,2.088,2
1657.908,2.705,2
1657.908,2.895,2
1657.909,2.119,2
1657.910,2.306,2
1657.912,2.399,2
1657.913,2.618,2
1657.914,2.019,2
1657.914,2.080,2
1657.917,2.534,2
1657.917,2.591,2
1657.928,3.368,2
1657.928,3.511,2
1657.963,3.539,2
1657.963,3.676,2
1657.982,3.182,2
1657.982,3.389,2
1657.991,3.714,2
1657.991,3.974,2
1657.997,3.405,2
1657.997,3.555,2
1657.998,2.095,2
1657.998,2.255,2
1658.037,4.253,2
1658.038,4.504,2
1658.038,3.304,2
1658.038,3.459,2
1658.069,2.804,2
1658.069,2.976,2
1658.071,3.382,2
1658.072,3.890,2
1658.072,2.717,2
1658.072,2.753,2
1658.074,1.969,2
1658.074,2.101,2
1658.076,1.886,2
1658.076,2.038,2
1658.078,1.826,2
1658.078,1.962,2
1658.087,2.577,2
1658.087,2.739,2
1658.100,2.491,2
1658.101,2.620,2
1658.120,2.350,2
1658.120,2.539,2
1658.121,1.942,2
1658.121,2.062,2
1658.174,2.981,2
1658.174,3.118,2
1658.177,2.272,2
1658.178,2.503,2
1658.179,1.917,2
1658.179,1.952,2
1658.199,2.337,2
1658.199,2.551,2
1658.202,2.083,2
1658.203,2.334,2
1658.204,1.786,2
1658.204,1.928,2
1658.210,3.204,2
1658.210,3.362,2
1658.212,3.113,2
1658.212,3.320,2
1658.213,2.948,2
1658.214,3.421,2
1658.214,2.102,2
1658.214,2.295,2
1658.260,2.922,2
1658.260,3.019,2
1658.278,2.612,2
1658.278,2.736,2
1658.280,2.141,2
1658.280,2.291,2
1658.282,1.879,2
1658.282,1.921,2
1658.299,2.750,2
1658.299,2.919,2
1658.318,3.064,2
1658.318,3.293,2
1658.350,2.897,2
1658.350,3.091,2
1658.352,2.841,2
1658.352,2.893,2
1658.355,3.045,2
1658.356,3.252,2
1658.360,2.846,2
1658.360,2.914,2
1658.362,2.215,2
1658.363,2.423,2
1658.375,3.029,2
1658.376,3.248,2
1658.429,4.678,2
1658.429,4.856,2
1658.431,2.651,2
1658.432,2.846,2
1658.435,2.331,2
1658.435,2.745,2
1658.437,1.877,2
1658.437,2.148,2
1658.440,2.516,2
1658.440,3.006,2
1658.443,3.003,2
1658.443,3.294,2
1658.474,2.918,2
1658.474,3.127,2
1658.475,2.204,2
1658.475,2.389,2
1658.490,3.056,2
1658.490,3.245,2
1658.510,3.146,2
1658.510,3.372,2
1658.511,2.533,2
1658.512,2.801,2
1658.513,2.361,2
1658.513,2.531,2
1658.572,3.579,2
1658.572,3.858,2
1658.575,2.799,2
1658.575,2.849,2
1658.595,3.428,2
1658.595,3.515,2
1658.598,3.474,2
1658.598,3.880,2
1658.600,2.506,2
1658.600,2.613,2
1658.604,2.368,2
1658.604,2.415,2
1658.654,3.264,2
1658.654,3.329,2
1658.658,2.803,2
1658.658,2.867,2
1658.660,2.674,2
1658.661,3.560,2
1658.663,2.512,2
1658.663,3.063,2
1658.665,2.543,2
1658.666,3.422,2
1658.670,3.224,2
1658.670,3.284,2
1658.671,2.385,2
1658.672,2.617,2
1658.674,3.191,2
1658.674,3.371,2
1658.718,2.804,2
1658.718,2.881,2
1658.720,3.075,2
1658.721,3.302,2
1658.722,2.279,2
1658.722,2.411,2
1658.728,2.577,2
1658.729,2.940,2
1658.741,2.517,2
1658.741,2.712,2
1658.796,2.772,2
1658.796,2.974,2
1658.798,2.368,2
1658.799,2.688,2
1658.828,5.179,2
1658.828,5.477,2
1658.828,3.083,2
1658.828,3.243,2
1658.830,2.647,2
1658.830,2.770,2
1658.833,3.735,2
1658.833,3.778,2
1658.852,3.657,2
1658.853,3.962,2
1658.855,2.741,2
1658.855,2.883,2
1658.866,3.393,2
1658.866,3.630,2
1658.868,3.200,2
1658.868,3.377,2
1658.874,2.761,2
1658.875,2.991,2
1658.877,2.627,2
1658.877,2.822,2
1658.882,2.352,2
1658.882,2.675,2
1658.915,4.351,2
1658.916,4.560,2
1658.916,3.031,2
1658.916,3.196,2
1658.952,3.494,2
1658.952,3.662,2
1658.954,2.970,2
1658.954,3.117,2
1658.955,2.138,2
1658.956,2.329,2
1658.986,3.460,2
1658.986,3.707,2
1658.989,3.224,2
1658.989,3.421,2
1658.991,2.608,2
1658.991,2.658,2
1658.992,2.169,2
1658.993,2.341,2
1658.995,3.046,2
1658.995,3.110,2
1658.998,2.749,2
1658.998,2.884,2
1658.999,1.876,2
1658.999,2.080,2
1659.002,2.454,2
1659.002,2.567,2
1659.019,3.043,2
1659.019,3.206,2
1659.021,3.305,2
1659.021,3.471,2
1659.022,2.179,2
1659.022,2.400,2
1659.033,3.272,2
1659.033,3.344,2
1659.038,2.646,2
1659.038,2.806,2
1659.040,2.481,2
1659.041,2.779,2
1659.042,2.410,2
1659.042,2.518,2
1659.044,2.624,2
1659.044,2.725,2
1659.047,2.588,2
1659.047,2.833,2
1659.049,2.259,2
1659.049,2.436,2
1659.051,1.913,2
1659.051,2.152,2
1659.053,2.200,2
1659.053,2.516,2
1659.066,3.298,2
1659.066,3.515,2
1659.068,2.784,2
1659.068,2.845,2
1659.073,2.708,2
1659.074,2.917,2
1659.076,3.110,2
1659.076,3.319,2
1659.079,3.287,2
1659.079,3.496,2
1659.094,3.949,2
1659.094,4.021,2
1659.097,3.157,2
1659.097,3.381,2
1659.119,3.155,2
1659.119,3.229,2
1659.142,2.490,2
1659.142,2.675,2
1659.144,2.291,2
1659.144,2.405,2
1659.146,1.506,2
1659.146,1.617,2
1659.179,4.906,2
1659.179,4.966,2
1659.179,3.211,2
1659.179,3.237,2
1659.263,3.432,2
1659.264,3.588,2
1659.265,2.173,2
1659.265,2.222,2
1659.269,2.521,2
1659.269,2.760,2
1659.306,3.049,2
1659.307,3.306,2
1659.308,2.928,2
1659.308,2.985,2
1659.311,2.123,2
1659.312,2.380,2
1659.315,2.814,2
1659.316,3.044,2
1659.317,2.058,2
1659.317,2.105,2
1659.319,2.550,2
1659.320,2.698,2
1659.340,2.632,2
1659.340,2.684,2
1659.342,2.889,2
1659.342,2.963,2
1659.344,1.954,2
1659.344,2.081,2
1659.361,3.002,2
1659.361,3.054,2
1659.390,2.861,2
1659.390,3.037,2
