elapsed_s,latency_ms,fase
366.230,3.481,1
366.236,2.880,1
366.236,2.980,1
366.278,4.557,1
366.278,4.642,1
366.280,3.013,1
366.280,3.166,1
366.282,2.528,1
366.282,2.774,1
366.284,2.439,1
366.284,2.495,1
366.287,2.549,1
366.287,2.608,1
366.326,3.254,1
366.326,3.391,1
366.329,3.657,1
366.330,4.016,1
366.332,2.726,1
366.333,2.794,1
366.387,4.014,1
366.388,4.447,1
366.391,3.208,1
366.391,3.510,1
366.392,2.412,1
366.393,2.580,1
366.396,2.755,1
366.396,2.868,1
366.399,2.226,1
366.400,2.461,1
366.402,2.715,1
366.402,2.792,1
366.405,3.074,1
366.405,3.301,1
366.418,4.231,1
366.419,4.481,1
366.420,2.666,1
366.420,2.718,1
366.444,4.072,1
366.444,4.389,1
366.446,3.324,1
366.446,3.558,1
366.455,3.877,1
366.455,3.964,1
366.475,3.210,1
366.475,3.270,1
366.476,2.073,1
366.476,2.198,1
366.479,2.821,1
366.479,2.920,1
366.480,2.148,1
366.480,2.282,1
366.527,2.998,1
366.527,3.182,1
366.529,2.664,1
366.529,2.712,1
366.532,3.394,1
366.532,3.441,1
366.540,3.308,1
366.540,3.594,1
366.541,2.600,1
366.541,2.761,1
366.544,3.903,1
366.544,3.965,1
366.544,2.944,1
366.544,3.044,1
366.554,2.961,1
366.554,3.111,1
366.555,2.552,1
366.556,2.688,1
366.625,3.673,1
366.625,3.889,1
366.627,3.264,1
366.627,3.389,1
366.628,3.483,1
366.629,3.710,1
366.643,4.924,1
366.643,5.070,1
366.646,4.518,1
366.646,4.612,1
366.661,2.574,1
366.661,2.696,1
366.699,2.506,1
366.699,2.706,1
366.701,2.394,1
366.701,2.437,1
366.704,2.770,1
366.704,2.959,1
366.762,3.204,1
366.763,3.396,1
366.765,3.899,1
366.765,3.964,1
366.769,3.423,1
366.769,3.497,1
366.773,2.617,1
366.774,2.825,1
366.776,2.525,1
366.776,2.592,1
366.850,3.002,1
366.850,3.252,1
366.852,2.837,1
366.852,2.978,1
366.853,2.224,1
366.854,2.426,1
366.893,6.255,1
366.893,6.356,1
366.921,3.650,1
366.921,3.780,1
366.945,4.006,1
366.945,4.092,1
366.947,2.840,1
366.947,2.989,1
366.950,2.052,1
366.950,2.196,1
366.952,2.473,1
366.953,2.631,1
366.965,3.952,1
366.965,4.065,1
366.966,3.551,1
366.966,3.597,1
366.992,3.160,1
366.992,3.420,1
366.996,4.042,1
366.996,4.109,1
366.999,3.623,1
366.999,3.875,1
367.003,3.310,1
367.003,3.606,1
367.007,4.026,1
367.008,4.982,1
367.010,3.687,1
367.011,3.987,1
367.014,3.661,1
367.014,4.528,1
367.016,2.995,1
367.016,3.063,1
367.020,3.830,1
367.020,4.119,1
367.024,3.381,1
367.024,3.724,1
367.041,3.844,1
367.041,3.908,1
367.044,3.878,1
367.044,3.939,1
367.066,2.939,1
367.066,3.068,1
367.068,2.091,1
367.068,2.152,1
367.068,1.496,1
367.069,1.628,1
367.100,2.709,1
367.100,2.869,1
367.121,3.814,1
367.121,3.900,1
367.137,2.691,1
367.137,2.877,1
367.149,2.859,1
367.149,3.119,1
367.178,3.239,1
367.179,3.367,1
367.181,2.463,1
367.182,2.617,1
367.192,2.679,1
367.192,2.752,1
367.219,4.380,1
367.219,4.440,1
367.219,2.776,1
367.219,2.797,1
367.230,2.673,1
367.230,2.871,1
367.233,2.868,1
367.233,2.940,1
367.234,1.861,1
367.234,2.027,1
367.241,2.972,1
367.241,3.219,1
367.244,3.099,1
367.244,3.168,1
367.255,4.139,1
367.255,4.252,1
367.259,2.818,1
367.259,3.060,1
367.286,3.367,1
367.286,3.429,1
367.288,3.277,1
367.288,3.350,1
367.290,3.750,1
367.291,3.884,1
367.322,2.999,1
367.322,3.085,1
367.325,4.038,1
367.325,4.134,1
367.327,2.996,1
367.327,3.226,1
367.332,2.881,1
367.332,3.207,1
367.341,3.550,1
367.341,3.622,1
367.343,2.765,1
367.343,2.815,1
367.363,2.880,1
367.363,3.063,1
367.373,4.054,1
367.373,4.117,1
367.374,3.361,1
367.374,3.495,1
367.376,2.470,1
367.376,2.638,1
367.379,2.649,1
367.379,2.806,1
367.381,2.106,1
367.381,2.236,1
367.480,4.209,1
367.480,4.422,1
367.481,3.468,1
367.481,3.589,1
367.482,2.732,1
367.482,2.859,1
367.534,3.286,1
367.534,3.410,1
367.536,2.690,1
367.537,2.921,1
367.539,2.580,1
367.539,2.717,1
367.567,2.818,1
367.567,2.959,1
367.586,2.887,1
367.586,3.046,1
367.587,2.471,1
367.587,2.582,1
367.591,2.042,1
367.591,2.233,1
367.593,2.188,1
367.593,2.234,1
367.694,3.438,1
367.694,3.781,1
367.699,2.680,1
367.699,2.804,1
367.702,2.613,1
367.702,2.764,1
367.727,3.740,1
367.727,4.012,1
367.728,2.619,1
367.728,2.805,1
367.729,2.003,1
367.729,2.131,1
367.759,2.763,1
367.759,3.075,1
367.761,2.556,1
367.761,2.760,1
367.779,2.858,1
367.779,3.007,1
367.781,2.164,1
367.782,2.324,1
367.784,2.395,1
367.784,2.449,1
367.797,2.698,1
367.797,2.768,1
367.799,2.067,1
367.799,2.232,1
367.831,2.714,1
367.831,2.873,1
367.833,2.457,1
367.833,2.569,1
367.835,2.832,1
367.835,2.882,1
367.849,3.064,1
367.850,3.274,1
367.851,2.469,1
367.851,2.706,1
367.853,2.474,1
367.853,2.826,1
367.896,3.707,1
367.896,4.417,1
367.899,3.426,1
367.900,3.605,1
367.903,3.093,1
367.903,3.156,1
367.905,2.800,1
367.906,3.036,1
367.911,2.802,1
367.911,2.978,1
367.913,2.566,1
367.913,2.632,1
367.919,3.042,1
367.920,3.784,1
367.939,3.398,1
367.939,3.484,1
367.942,3.060,1
367.942,3.133,1
367.944,2.639,1
367.944,2.699,1
367.946,2.888,1
367.946,2.943,1
367.982,4.412,1
367.983,4.683,1
367.986,3.562,1
367.986,3.654,1
367.988,3.498,1
367.989,3.566,1
367.993,4.600,1
367.993,4.756,1
367.995,3.580,1
367.995,3.883,1
367.999,3.477,1
367.999,3.539,1
368.002,2.779,1
368.002,3.139,1
368.005,3.117,1
368.005,3.439,1
368.009,2.887,1
368.009,2.936,1
368.012,2.940,1
368.012,2.986,1
368.017,2.618,1
368.017,2.663,1
368.085,3.172,1
368.086,3.386,1
368.088,2.209,1
368.088,2.508,1
368.091,3.015,1
368.091,3.072,1
368.093,2.438,1
368.093,2.501,1
368.097,2.512,1
368.097,2.626,1
368.099,2.522,1
368.099,2.681,1
368.146,2.840,1
368.146,3.101,1
368.162,2.839,1
368.162,3.000,1
368.197,3.455,1
368.197,3.559,1
368.208,4.945,1
368.208,5.029,1
368.236,3.119,1
368.236,3.269,1
368.244,4.793,1
368.244,4.856,1
368.250,2.914,1
368.250,2.972,1
368.252,3.162,1
368.252,3.274,1
368.258,3.029,1
368.258,3.262,1
368.261,3.207,1
368.261,3.406,1
368.263,2.380,1
368.263,2.680,1
368.298,4.018,1
368.298,4.168,1
368.301,2.735,1
368.301,2.866,1
368.305,3.183,1
368.306,3.377,1
368.404,4.606,1
368.404,5.032,1
368.406,2.872,1
368.407,3.137,1
368.409,2.785,1
368.409,2.855,1
368.411,2.418,1
368.411,2.688,1
368.414,2.824,1
368.414,2.886,1
368.416,2.720,1
368.416,2.939,1
368.419,3.204,1
368.419,3.638,1
368.423,2.652,1
368.423,2.835,1
368.435,5.027,1
368.435,5.208,1
368.498,4.840,1
368.498,5.003,1
368.538,4.000,1
368.538,4.075,1
368.543,3.004,1
368.543,3.142,1
368.546,3.029,1
368.546,3.115,1
368.567,3.157,1
368.567,3.378,1
368.574,3.252,1
368.574,3.583,1
368.577,3.046,1
368.577,3.221,1
368.581,2.958,1
368.581,3.250,1
368.585,2.833,1
368.585,2.928,1
368.594,2.825,1
368.594,2.884,1
368.634,3.046,1
368.634,3.106,1
368.645,3.665,1
368.645,3.732,1
368.647,3.429,1
368.647,3.550,1
368.649,2.733,1
368.649,2.924,1
368.651,2.107,1
368.651,2.454,1
368.656,2.728,1
368.656,3.406,1
368.658,2.031,1
368.658,2.230,1
368.684,3.266,1
368.684,3.444,1
368.695,3.503,1
368.695,3.991,1
368.699,3.597,1
368.699,3.789,1
368.703,3.505,1
368.703,3.752,1
368.706,3.133,1
368.706,3.414,1
368.709,2.992,1
368.709,3.060,1
368.714,3.757,1
368.714,3.972,1
368.719,3.944,1
368.719,4.018,1
368.721,3.634,1
368.721,3.704,1
368.723,2.445,1
368.723,2.675,1
368.725,2.664,1
368.725,2.780,1
368.727,2.363,1
368.727,2.541,1
368.730,2.183,1
368.730,2.361,1
368.739,5.787,1
368.739,5.887,1
368.739,4.125,1
368.739,4.149,1
368.761,3.130,1
368.762,3.300,1
368.762,2.583,1
368.763,2.747,1
368.764,2.002,1
368.764,2.196,1
368.794,4.179,1
368.794,4.503,1
368.795,3.234,1
368.796,3.387,1
368.808,2.970,1
368.808,3.070,1
368.810,2.914,1
368.810,3.039,1
368.812,1.798,1
368.812,1.916,1
368.822,3.237,1
368.823,3.856,1
368.824,2.416,1
368.824,2.531,1
368.826,2.198,1
368.826,2.432,1
368.845,3.181,1
368.845,3.310,1
368.847,2.806,1
368.847,2.972,1
368.857,2.399,1
368.858,2.547,1
368.859,2.553,1
368.859,2.684,1
368.871,2.538,1
368.871,2.654,1
368.873,2.042,1
368.873,2.216,1
368.886,3.605,1
368.886,3.763,1
368.888,2.031,1
368.888,2.076,1
368.890,2.118,1
368.890,2.248,1
368.892,1.971,1
368.892,2.165,1
368.894,2.041,1
368.894,2.078,1
368.903,2.615,1
368.903,2.736,1
368.957,2.595,1
368.957,2.740,1
368.975,2.988,1
368.975,3.055,1
368.982,2.520,1
368.982,2.820,1
368.984,2.472,1
368.984,2.619,1
368.991,2.651,1
368.991,2.891,1
368.994,3.034,1
368.994,3.321,1
368.997,3.079,1
368.997,3.135,1
368.997,2.232,1
368.997,2.280,1
369.006,3.305,1
369.006,3.602,1
369.008,3.498,1
369.008,3.853,1
369.010,3.917,1
369.010,4.089,1
369.025,3.620,1
369.025,3.710,1
369.057,2.834,1
369.057,2.900,1
369.163,3.317,1
369.163,3.631,1
369.191,2.990,1
369.191,3.168,1
369.195,2.554,1
369.195,2.658,1
369.202,2.546,1
369.202,2.744,1
369.209,2.781,1
369.209,2.842,1
369.210,1.871,1
369.210,1.989,1
369.228,2.428,1
369.228,2.610,1
369.237,2.482,1
369.237,2.685,1
369.239,2.336,1
369.239,2.483,1
369.240,1.938,1
369.240,2.060,1
369.243,2.245,1
369.243,2.299,1
369.247,2.853,1
369.247,3.060,1
369.298,4.103,1
369.299,4.222,1
369.301,3.273,1
369.302,3.494,1
369.303,2.570,1
369.303,2.647,1
369.307,2.436,1
369.307,2.686,1
369.335,2.753,1
369.335,2.992,1
369.338,2.990,1
369.338,3.220,1
369.366,2.832,1
369.366,3.020,1
369.426,4.019,1
369.427,4.186,1
369.427,2.947,1
369.428,3.136,1
369.429,2.255,1
369.429,2.311,1
369.457,2.962,1
369.457,3.239,1
369.458,2.454,1
369.458,2.685,1
369.460,2.107,1
369.460,2.412,1
369.463,2.343,1
369.463,2.573,1
369.507,2.791,1
369.507,3.037,1
369.508,2.627,1
369.509,2.696,1
369.519,2.882,1
369.519,3.069,1
369.522,3.044,1
369.522,3.272,1
369.525,2.511,1
369.525,2.603,1
369.526,2.433,1
369.526,2.483,1
369.540,3.142,1
369.540,3.387,1
369.578,3.095,1
369.578,3.368,1
369.579,2.229,1
369.579,2.352,1
369.581,2.367,1
369.582,2.715,1
369.583,2.056,1
369.583,2.177,1
369.585,2.550,1
369.585,2.591,1
369.588,2.082,1
369.588,2.215,1
369.590,1.865,1
369.590,1.998,1
369.606,3.672,1
369.606,3.749,1
369.680,4.393,1
369.680,4.616,1
369.722,2.664,1
369.722,2.860,1
369.724,2.056,1
369.724,2.196,1
369.726,2.569,1
369.727,2.780,1
369.728,2.041,1
369.729,2.182,1
369.731,2.475,1
369.731,2.692,1
369.748,2.955,1
369.748,3.067,1
369.751,3.061,1
369.751,3.181,1
369.780,2.795,1
369.781,2.968,1
369.782,2.510,1
369.782,2.730,1
369.784,2.312,1
369.784,2.368,1
369.797,2.727,1
369.797,2.879,1
369.799,2.764,1
369.799,2.882,1
369.801,2.651,1
369.802,2.827,1
369.836,2.717,1
369.836,2.972,1
369.852,2.917,1
369.852,3.056,1
369.876,3.045,1
369.876,3.112,1
369.897,2.802,1
369.897,2.966,1
369.917,3.501,1
369.917,3.778,1
369.918,3.247,1
369.918,3.294,1
369.920,2.159,1
369.920,2.326,1
369.922,2.047,1
369.922,2.095,1
369.924,2.449,1
369.924,2.585,1
369.936,3.706,1
369.937,3.877,1
369.938,2.308,1
369.938,2.521,1
369.941,2.487,1
369.941,2.684,1
370.020,2.901,1
370.020,3.061,1
370.022,2.421,1
370.023,2.610,1
370.056,2.990,1
370.056,3.071,1
370.059,2.699,1
370.059,2.911,1
370.064,3.182,1
370.064,3.501,1
370.067,3.659,1
370.067,3.853,1
370.088,3.640,1
370.089,3.931,1
370.091,2.816,1
370.091,3.200,1
370.092,2.375,1
370.092,2.421,1
370.094,1.937,1
370.095,2.416,1
370.112,4.517,1
370.112,4.796,1
370.113,2.965,1
370.113,3.173,1
370.122,2.587,1
370.122,2.636,1
370.136,2.786,1
370.136,3.015,1
370.137,2.326,1
370.137,2.465,1
370.193,2.643,1
370.193,2.946,1
370.195,2.526,1
370.195,2.686,1
370.197,2.014,1
370.197,2.169,1
370.199,2.143,1
370.199,2.194,1
370.224,3.169,1
370.225,3.237,1
370.226,2.392,1
370.226,2.615,1
370.228,1.975,1
370.228,2.142,1
370.236,2.928,1
370.236,2.973,1
370.246,3.057,1
370.246,3.251,1
370.249,3.562,1
370.249,3.696,1
370.251,3.720,1
370.251,3.880,1
370.252,2.309,1
370.252,2.346,1
370.287,2.810,1
370.288,3.003,1
370.289,1.862,1
370.289,2.107,1
370.329,3.723,1
370.329,3.984,1
370.330,3.126,1
370.330,3.243,1
370.332,2.557,1
370.332,2.780,1
370.333,2.012,1
370.333,2.102,1
370.400,3.300,1
370.400,3.498,1
370.405,2.696,1
370.405,2.999,1
370.412,3.013,1
370.413,3.680,1
370.414,2.410,1
370.415,2.618,1
370.416,2.483,1
370.417,2.530,1
370.419,2.428,1
370.419,2.679,1
370.422,2.922,1
370.422,3.045,1
370.425,2.132,1
370.425,2.296,1
370.426,2.151,1
370.427,2.388,1
370.428,2.492,1
370.429,2.658,1
370.430,2.130,1
370.430,2.171,1
370.443,4.057,1
370.443,4.103,1
370.454,2.793,1
370.454,3.000,1
370.457,2.175,1
370.457,2.321,1
370.459,2.207,1
370.459,2.415,1
370.466,3.057,1
370.466,3.214,1
370.506,2.640,1
370.506,3.055,1
370.533,3.835,1
370.533,4.039,1
370.575,2.767,1
370.575,2.964,1
370.589,3.697,1
370.589,3.880,1
370.590,3.297,1
370.590,3.338,1
370.616,3.094,1
370.616,3.337,1
370.618,2.442,1
370.618,2.679,1
370.638,3.957,1
370.639,4.287,1
370.641,2.607,1
370.641,2.897,1
370.649,3.207,1
370.649,3.280,1
370.650,2.524,1
370.650,2.725,1
370.653,2.608,1
370.653,2.732,1
370.655,2.256,1
370.655,2.547,1
370.680,3.567,1
370.680,3.640,1
370.682,3.507,1
370.682,3.697,1
370.690,2.891,1
370.690,3.050,1
370.707,3.260,1
370.707,3.398,1
370.708,2.442,1
370.708,2.804,1
370.778,3.215,1
370.779,3.391,1
370.795,2.759,1
370.796,3.030,1
370.826,3.223,1
370.827,3.487,1
370.829,2.928,1
370.829,3.155,1
370.852,3.024,1
370.852,3.203,1
370.854,2.578,1
370.854,2.733,1
370.860,2.199,1
370.860,2.305,1
370.874,2.355,1
370.874,2.489,1
370.875,1.831,1
370.875,1.930,1
370.877,2.102,1
370.877,2.245,1
370.884,2.399,1
370.884,2.545,1
370.902,2.520,1
370.902,2.757,1
370.916,2.343,1
370.916,2.522,1
370.980,3.737,1
370.981,3.931,1
370.981,2.373,1
370.981,2.420,1
370.983,1.594,1
370.983,1.760,1
371.020,3.832,1
371.020,3.951,1
371.021,2.747,1
371.021,2.843,1
371.043,2.984,1
371.043,3.169,1
371.044,2.850,1
371.044,2.890,1
371.046,2.073,1
371.046,2.253,1
371.054,2.632,1
371.054,2.756,1
371.056,2.743,1
371.056,2.863,1
371.058,2.019,1
371.058,2.057,1
371.073,3.881,1
371.073,3.959,1
371.073,2.742,1
371.074,2.881,1
371.076,2.438,1
371.076,2.660,1
371.078,2.251,1
371.078,2.515,1
371.087,2.773,1
371.087,2.897,1
371.097,2.858,1
371.098,2.994,1
371.107,2.546,1
371.107,2.750,1
371.141,3.785,1
371.142,4.054,1
371.142,2.741,1
371.142,2.858,1
371.144,2.627,1
371.144,2.804,1
371.187,3.309,1
371.188,3.563,1
371.246,3.448,1
371.246,3.618,1
371.248,2.509,1
371.249,2.825,1
371.251,2.252,1
371.251,2.436,1
371.253,2.548,1
371.253,2.738,1
371.256,3.296,1
371.256,3.366,1
371.258,2.664,1
371.258,2.879,1
371.263,3.472,1
371.263,3.551,1
371.264,2.827,1
371.264,2.888,1
371.267,3.183,1
371.268,4.061,1
371.271,4.210,1
371.271,4.266,1
371.271,2.964,1
371.271,3.023,1
371.274,3.811,1
371.274,4.001,1
371.276,3.054,1
371.276,3.812,1
371.277,2.657,1
371.278,2.765,1
371.280,3.084,1
371.280,3.127,1
371.318,3.238,1
371.319,3.743,1
371.320,2.003,1
371.321,2.160,1
371.323,2.261,1
371.323,2.417,1
371.357,3.171,1
371.357,3.387,1
371.358,2.496,1
371.358,2.546,1
371.384,2.956,1
371.384,3.095,1
371.413,3.125,1
371.413,3.334,1
371.474,3.859,1
371.474,3.936,1
371.476,3.942,1
371.477,4.129,1
371.483,3.400,1
371.483,3.622,1
371.485,2.569,1
371.485,2.664,1
371.488,2.377,1
371.488,2.601,1
371.526,2.504,1
371.526,2.570,1
371.533,3.800,1
371.533,3.882,1
371.539,4.440,1
371.539,4.615,1
371.541,2.365,1
371.541,2.594,1
371.543,2.370,1
371.544,2.600,1
371.584,3.278,1
371.584,3.330,1
371.586,2.987,1
371.586,3.068,1
371.589,2.534,1
371.590,2.670,1
371.591,2.024,1
371.591,2.065,1
371.603,2.728,1
371.603,2.882,1
371.632,2.943,1
371.632,3.099,1
371.634,2.592,1
371.634,2.774,1
371.637,3.387,1
371.637,3.617,1
371.639,3.335,1
371.639,3.374,1
371.683,3.070,1
371.683,3.282,1
371.687,4.133,1
371.687,4.192,1
371.688,2.269,1
371.688,2.316,1
371.693,2.808,1
371.693,2.964,1
371.702,3.190,1
371.703,3.254,1
371.714,4.239,1
371.715,4.412,1
371.720,4.105,1
371.720,4.165,1
371.750,2.901,1
371.750,3.071,1
371.753,2.631,1
371.753,2.778,1
371.784,4.542,1
371.784,4.700,1
371.786,4.120,1
371.786,4.167,1
371.787,3.043,1
371.787,3.181,1
371.803,2.661,1
371.803,3.007,1
371.843,3.490,1
371.843,3.801,1
371.846,4.724,1
371.846,4.792,1
371.879,2.574,1
371.879,3.279,1
371.883,4.335,1
371.883,4.403,1
371.884,2.331,1
371.884,2.516,1
371.887,2.881,1
371.887,2.940,1
371.909,3.977,1
371.909,4.136,1
371.910,3.508,1
371.910,3.628,1
371.931,4.941,1
371.932,5.347,1
371.932,4.015,1
371.932,4.138,1
371.997,5.318,1
371.998,5.600,1
372.024,4.383,1
372.024,4.545,1
372.026,4.252,1
372.026,4.394,1
372.036,4.447,1
372.037,4.724,1
372.039,3.483,1
372.039,3.698,1
372.042,4.359,1
372.042,4.571,1
372.044,2.922,1
372.044,3.134,1
372.085,3.426,1
372.085,3.509,1
372.095,3.398,1
372.095,3.607,1
372.097,3.630,1
372.097,3.707,1
372.099,2.672,1
372.099,3.024,1
372.103,3.474,1
372.103,3.548,1
372.106,3.088,1
372.106,3.230,1
372.206,4.766,1
372.207,4.913,1
372.216,4.055,1
372.216,4.258,1
372.216,2.608,1
372.216,2.691,1
372.300,3.785,1
372.300,3.875,1
372.348,4.138,1
372.348,4.303,1
372.358,3.324,1
372.358,3.578,1
372.367,3.192,1
372.367,3.505,1
372.422,3.205,1
372.422,3.495,1
372.426,3.152,1
372.426,3.224,1
372.428,3.170,1
372.429,3.336,1
372.431,2.947,1
372.432,3.305,1
372.446,3.258,1
372.446,3.377,1
372.447,2.415,1
372.447,2.539,1
372.534,4.188,1
372.535,5.412,1
372.537,3.191,1
372.537,3.390,1
372.540,3.753,1
372.540,4.063,1
372.542,3.532,1
372.542,3.618,1
372.545,3.792,1
372.545,4.133,1
372.554,3.588,1
372.554,3.837,1
372.607,4.114,1
372.607,4.202,1
372.656,3.827,1
372.657,4.071,1
372.716,3.237,1
372.716,3.725,1
372.718,2.983,1
372.718,3.259,1
372.720,3.166,1
372.720,3.254,1
372.760,3.092,1
372.760,3.276,1
372.765,3.215,1
372.765,3.283,1
372.814,3.455,1
372.815,3.829,1
372.817,3.505,1
372.817,3.575,1
372.820,2.669,1
372.820,2.962,1
372.829,4.319,1
372.829,4.576,1
372.830,3.407,1
372.830,3.521,1
372.832,3.611,1
372.832,3.688,1
372.834,2.849,1
372.834,2.983,1
372.860,2.700,1
372.860,2.854,1
372.896,3.285,1
372.896,3.449,1
372.898,2.793,1
372.898,2.981,1
372.995,3.813,1
372.995,3.885,1
372.997,2.873,1
372.997,2.934,1
373.001,3.055,1
373.001,3.287,1
373.002,2.743,1
373.003,2.861,1
373.037,3.924,1
373.037,4.069,1
373.111,6.077,1
373.111,3.534,1
373.111,6.203,1
373.112,3.751,1
373.114,3.655,1
373.114,3.816,1
373.115,2.995,1
373.115,3.037,1
373.118,2.612,1
373.118,2.672,1
373.121,3.523,1
373.121,3.579,1
373.123,2.844,1
373.123,2.904,1
373.203,3.530,1
373.203,3.703,1
373.204,2.399,1
373.205,2.552,1
373.252,5.329,1
373.252,5.404,1
373.309,3.446,1
373.309,3.569,1
373.310,3.002,1
373.311,3.111,1
373.313,2.745,1
373.313,2.875,1
373.337,3.259,1
373.337,3.482,1
373.343,2.791,1
373.343,2.949,1
373.437,3.227,1
373.438,3.403,1
373.462,3.922,1
373.462,4.203,1
373.464,3.015,1
373.464,3.337,1
373.468,3.603,1
373.468,3.833,1
373.470,2.457,1
373.470,2.640,1
373.473,2.222,1
373.473,2.372,1
373.510,3.226,1
373.510,3.442,1
373.512,3.004,1
373.512,3.106,1
373.527,3.208,1
373.527,3.265,1
373.530,1.864,1
373.531,2.664,1
373.534,3.864,1
373.534,4.002,1
373.534,2.743,1
373.535,2.827,1
373.580,3.000,1
373.580,3.179,1
373.608,3.171,1
373.609,3.223,1
373.644,2.773,1
373.644,2.973,1
373.688,3.912,1
373.689,4.210,1
373.689,2.601,1
373.689,2.784,1
373.729,4.195,1
373.729,4.282,1
373.730,3.527,1
373.730,3.576,1
373.733,3.971,1
373.733,4.053,1
373.760,3.128,1
373.761,3.477,1
373.763,4.117,1
373.763,4.176,1
373.883,3.807,1
373.883,4.032,1
373.892,4.208,1
373.892,4.652,1
373.896,4.041,1
373.897,4.322,1
373.901,5.550,1
373.901,5.630,1
373.906,6.676,1
373.906,6.790,1
373.913,4.266,1
373.913,4.382,1
373.921,4.298,1
373.921,4.519,1
373.930,3.542,1
373.931,4.397,1
373.933,4.026,1
373.934,4.387,1
373.938,4.018,1
373.938,4.143,1
373.943,3.978,1
373.944,4.520,1
373.947,3.698,1
373.947,3.997,1
373.952,4.812,1
373.952,4.907,1
373.954,3.569,1
373.955,4.299,1
373.958,4.007,1
373.958,4.078,1
373.961,3.230,1
373.961,3.403,1
373.966,4.140,1
373.966,4.476,1
374.002,4.379,1
374.002,4.579,1
374.024,4.745,1
374.024,4.833,1
374.025,2.826,1
374.025,2.951,1
374.028,2.903,1
374.028,3.131,1
374.053,3.416,1
374.053,3.595,1
374.093,4.833,1
374.093,5.024,1
374.096,4.932,1
374.096,5.268,1
374.098,3.605,1
374.098,3.750,1
374.108,2.739,1
374.109,2.861,1
374.111,2.266,1
374.111,2.381,1
374.112,1.735,1
374.112,1.883,1
374.135,2.568,1
374.135,2.769,1
374.137,2.524,1
374.137,2.681,1
374.152,2.928,1
374.152,3.121,1
374.154,2.213,1
374.155,2.581,1
374.202,4.243,1
374.202,4.572,1
374.202,2.890,1
374.202,2.978,1
374.204,2.018,1
374.204,2.065,1
374.206,2.177,1
374.206,2.289,1
374.208,1.781,1
374.208,1.819,1
374.209,1.828,1
374.209,1.934,1
374.237,2.954,1
374.237,3.156,1
374.245,2.296,1
374.246,2.510,1
374.248,2.703,1
374.249,3.842,1
374.259,3.052,1
374.259,3.135,1
374.261,2.785,1
374.261,2.875,1
374.263,2.532,1
374.263,2.726,1
374.282,6.660,1
374.282,6.726,1
374.282,4.468,1
374.282,4.489,1
374.319,4.662,1
374.319,4.746,1
374.319,3.028,1
374.319,3.086,1
374.333,2.914,1
374.334,3.456,1
374.335,2.534,1
374.335,2.586,1
374.352,3.766,1
374.352,3.892,1
374.365,3.055,1
374.365,3.213,1
374.369,3.279,1
374.369,3.613,1
374.378,3.105,1
374.378,4.289,1
374.379,2.363,1
374.379,2.392,1
374.382,3.037,1
374.382,3.092,1
374.384,2.558,1
374.384,2.781,1
374.386,2.654,1
374.386,2.864,1
374.437,3.154,1
374.437,3.692,1
374.453,3.151,1
374.453,3.948,1
374.456,3.536,1
374.456,3.593,1
374.459,2.640,1
374.459,2.967,1
374.486,3.328,1
374.486,3.388,1
374.489,3.076,1
374.489,3.234,1
374.504,3.135,1
374.504,3.313,1
374.506,2.922,1
374.506,2.978,1
374.507,2.044,1
374.507,2.219,1
374.544,2.677,1
374.544,2.726,1
374.596,3.815,1
374.596,3.870,1
374.609,3.354,1
374.610,3.935,1
374.612,3.972,1
374.612,4.040,1
374.614,2.213,1
374.614,2.404,1
374.617,2.304,1
374.617,2.359,1
374.620,2.175,1
374.620,2.284,1
374.631,2.353,1
374.631,2.516,1
374.670,3.435,1
374.670,3.671,1
374.677,2.232,1
374.677,2.308,1
374.682,3.178,1
374.682,3.235,1
374.683,2.210,1
374.683,2.263,1
374.706,2.926,1
374.706,3.276,1
374.708,3.104,1
374.708,3.303,1
374.734,2.908,1
374.734,3.050,1
374.736,2.211,1
374.736,2.254,1
374.767,3.322,1
374.768,3.396,1
374.770,2.676,1
374.770,2.809,1
374.772,2.137,1
374.772,2.279,1
374.773,1.810,1
374.773,1.855,1
374.783,2.560,1
374.783,2.851,1
374.784,2.040,1
374.784,2.224,1
374.823,2.576,1
374.823,2.824,1
374.837,2.237,1
374.837,2.366,1
374.839,2.415,1
374.839,2.478,1
374.851,2.511,1
374.852,2.690,1
374.853,2.454,1
374.853,2.622,1
374.855,2.614,1
374.855,2.655,1
374.870,2.436,1
374.870,2.594,1
374.873,2.327,1
374.873,2.377,1
374.892,4.699,1
374.892,4.761,1
374.904,2.432,1
374.904,2.703,1
374.917,4.015,1
374.918,4.226,1
374.928,2.868,1
374.929,3.075,1
374.931,2.650,1
374.931,2.931,1
374.933,2.405,1
374.933,2.538,1
374.935,2.261,1
374.935,2.456,1
374.940,2.050,1
374.940,2.272,1
374.963,2.597,1
374.963,2.651,1
374.965,1.934,1
374.965,2.066,1
374.993,2.658,1
374.993,2.793,1
374.994,1.835,1
374.994,1.876,1
374.997,2.047,1
374.997,2.110,1
375.082,3.350,1
375.082,3.464,1
375.090,3.031,1
375.090,3.086,1
375.092,1.953,1
375.092,2.011,1
375.095,2.118,1
375.095,2.214,1
375.096,1.755,1
375.096,1.793,1
375.132,2.877,1
375.132,3.007,1
375.163,4.054,1
375.163,4.123,1
375.163,2.681,1
375.163,2.716,1
375.166,2.187,1
375.166,2.452,1
375.167,1.825,1
375.167,1.864,1
375.169,1.742,1
